id,text,username,timestamp,manual_sentiment,ml_sentiment,ml_confidence,model_type,ml_prob_positive,ml_prob_negative,ml_prob_neutral,algorithm_name,test_accuracy
17852474634512912,"A jar of peanutbutter has way more calories than a coke liter, which is healthier? Same price give or take",_anthony_dempsey_,2025-08-10 14:04:53+00:00,neutral,negative,0.74,random_forest,0.18,0.74,0.08,random_forest,0.6666666666666666
17946001551031391,Retard opinion,_demonwizard_,2025-08-10 21:01:04+00:00,negative,negative,1.0,random_forest,0.0,1.0,0.0,random_forest,0.6666666666666666
18395551171189205,"The thing is you can just drink more water. It's already paid for with your bills and it comes in bigger bottles than soda. That's it, that's all you have to do to get the same effect, just drink more of it. Your body will be happier for it too.",_devils.advocate._,2025-08-09 21:25:56+00:00,neutral,neutral,0.61,random_forest,0.01,0.38,0.61,random_forest,0.6666666666666666
18290511739302136,"Coke unclogs feeding tubes. Sprite is a clear liquid for those ill or unable to eat solids. 
🤷‍♀️",_firegoddess,2025-08-10 16:37:35+00:00,positive,positive,0.62,random_forest,0.62,0.36,0.02,random_forest,0.6666666666666666
17985957308842185,No one needs soda. It has no nutritional benefit.,_jen_jensen_,2025-08-10 13:11:11+00:00,negative,negative,0.97,random_forest,0.0,0.97,0.03,random_forest,0.6666666666666666
17909410959195780,You can get some noodles for like $1,_knack4daball,2025-08-10 16:55:13+00:00,neutral,neutral,0.6,random_forest,0.0,0.4,0.6,random_forest,0.6666666666666666
18516671779030608,What in the fat fuck did I just read?!?!??!???,_masons_collectibles,2025-08-10 19:28:12+00:00,negative,negative,0.99,random_forest,0.01,0.99,0.0,random_forest,0.6666666666666666
18076279702961661,Buy a bag of oranges,_missfit_13_,2025-08-11 20:56:23+00:00,neutral,neutral,0.55,random_forest,0.01,0.44,0.55,random_forest,0.6666666666666666
18080014261931414,You’ve got to be kidding,_timgrady,2025-08-10 12:53:42+00:00,negative,negative,0.98,random_forest,0.01,0.98,0.01,random_forest,0.6666666666666666
17844761910547018,Or you can get a load of bread and some bologna or peanut butter instead of a soda.,_under_wicked_sky,2025-08-10 01:19:26+00:00,neutral,neutral,0.66,random_forest,0.0,0.34,0.66,random_forest,0.6666666666666666
17916725130140290,Drink tap water buy banana,2000boostedintegra,2025-08-09 22:47:26+00:00,neutral,negative,0.73,random_forest,0.04,0.73,0.23,random_forest,0.6666666666666666
17872900746404887,So let these people have their sugar if they want it. Just have them sign a wavier  relinquishing their government health benefits.  You can’t use our money on poor food choices then expect us to pay your medical bills for the conditions your poor choices cause.,549pr11,2025-08-10 18:29:28+00:00,negative,negative,0.92,random_forest,0.01,0.92,0.07,random_forest,0.6666666666666666
18086721091699789,Butter or peanut butter will work too and are cheaper and healthier,8bit_geek,2025-08-10 00:09:44+00:00,neutral,negative,0.62,random_forest,0.05,0.62,0.33,random_forest,0.6666666666666666
18074698139088604,It’s not just unpopular it’s incorrect,8point5_,2025-08-11 14:34:50+00:00,negative,negative,0.96,random_forest,0.02,0.96,0.02,random_forest,0.6666666666666666
17862445431448677,Sounds like you just listed some bs excuses and it checks out lol,8point5_,2025-08-11 14:35:35+00:00,negative,negative,0.99,random_forest,0.0,0.99,0.01,random_forest,0.6666666666666666
17869199895423290,Beans or rice would be better. Diabetes kills!,a.blnknshp,2025-08-09 21:14:15+00:00,negative,negative,0.99,random_forest,0.0,0.99,0.01,random_forest,0.6666666666666666
18090165847739693,"im thirsty now, im going to drink some fruit punch :D",a10rawmilkenjoyer,2025-08-10 04:27:56+00:00,neutral,neutral,0.65,random_forest,0.02,0.33,0.65,random_forest,0.6666666666666666
18059492378077594,Make better choices.,aaronhohlt,2025-08-10 17:05:42+00:00,negative,negative,0.97,random_forest,0.0,0.97,0.03,random_forest,0.6666666666666666
18333992812207626,I care more about my tax dollars going towards bombs being dropped on kids halfway across the world and going into the pockets of the military industrial complex.  I'd rather someone get fed than pay for another bomb to get dropped on civilians. better to help the people in need than the war criminals who have everything,abigail_saoirse_finnegan,2025-08-10 17:33:32+00:00,positive,negative,0.85,random_forest,0.01,0.85,0.14,random_forest,0.6666666666666666
18052967072431131,You're obese ma'am. You're a burden to the food stamp and medical system. Respectfully,acceptannce,2025-08-10 15:31:34+00:00,negative,negative,1.0,random_forest,0.0,1.0,0.0,random_forest,0.6666666666666666
18074327471060018,Wait until you won’t be able to buy pop with your SNAP benefits… It’s a new thing coming next year so good luck to ya 😂,acrane82,2025-08-10 03:08:56+00:00,negative,negative,0.99,random_forest,0.01,0.99,0.0,random_forest,0.6666666666666666
18090613804734001,Bun length ball park hot dogs are $2.97.,adamc_rk,2025-08-10 21:05:16+00:00,negative,negative,0.98,random_forest,0.0,0.98,0.02,random_forest,0.6666666666666666
18280397170279536,Never in my life have I been hungry and thought oh a soda will take care of my hunger,adamtyler182,2025-08-11 04:05:56+00:00,negative,negative,0.92,random_forest,0.04,0.92,0.04,random_forest,0.6666666666666666
18416397850101304,"I’ve been to the point where I’ve had to buy a box of pancake mix and make it last a week, for EVERY meal. Not because I love pancakes, but because it was the cheapest and most filling thing I could think of that would make more than one meal. 
Sometimes it’s not about the healthiest or tastiest option. Sometimes it’s about finding what will sustain you the longest. 
Too many people don’t even TRY to understand situations they’ve never been put in.",adriannaaa_roseee,2025-08-10 00:21:43+00:00,positive,positive,0.65,random_forest,0.65,0.32,0.03,random_forest,0.6666666666666666
17882248521242616,You're definitely no nutritional authority,adventuremington,2025-08-10 17:08:47+00:00,negative,negative,0.99,random_forest,0.0,0.99,0.01,random_forest,0.6666666666666666
