id,text,username,timestamp,manual_sentiment,ml_sentiment,ml_confidence,model_type,ml_prob_positive,ml_prob_negative,ml_prob_neutral,algorithm_name,test_accuracy
17852474634512912,"A jar of peanutbutter has way more calories than a coke liter, which is healthier? Same price give or take",_anthony_dempsey_,2025-08-10 14:04:53+00:00,neutral,negative,0.6852111548297849,naive_bayes,0.1821306678463509,0.6852111548297849,0.1326581773238656,naive_bayes,0.6190476190476191
17946001551031391,Retard opinion,_demonwizard_,2025-08-10 21:01:04+00:00,negative,negative,0.8601582366737703,naive_bayes,0.07718019534022959,0.8601582366737703,0.06266156798599923,naive_bayes,0.6190476190476191
18395551171189205,"The thing is you can just drink more water. It's already paid for with your bills and it comes in bigger bottles than soda. That's it, that's all you have to do to get the same effect, just drink more of it. Your body will be happier for it too.",_devils.advocate._,2025-08-09 21:25:56+00:00,neutral,negative,0.7105715032946459,naive_bayes,0.11284023643684822,0.7105715032946459,0.17658826026850766,naive_bayes,0.6190476190476191
18290511739302136,"Coke unclogs feeding tubes. Sprite is a clear liquid for those ill or unable to eat solids. 
🤷‍♀️",_firegoddess,2025-08-10 16:37:35+00:00,positive,negative,0.5805617461942244,naive_bayes,0.3161379702232775,0.5805617461942244,0.1033002835824984,naive_bayes,0.6190476190476191
17985957308842185,No one needs soda. It has no nutritional benefit.,_jen_jensen_,2025-08-10 13:11:11+00:00,negative,negative,0.832410576454202,naive_bayes,0.08975180415986782,0.832410576454202,0.07783761938593045,naive_bayes,0.6190476190476191
17909410959195780,You can get some noodles for like $1,_knack4daball,2025-08-10 16:55:13+00:00,neutral,negative,0.7630223820046863,naive_bayes,0.09250297553726775,0.7630223820046863,0.14447464245804537,naive_bayes,0.6190476190476191
18516671779030608,What in the fat fuck did I just read?!?!??!???,_masons_collectibles,2025-08-10 19:28:12+00:00,negative,negative,0.8986084070442975,naive_bayes,0.05636081151047525,0.8986084070442975,0.04503078144522684,naive_bayes,0.6190476190476191
18076279702961661,Buy a bag of oranges,_missfit_13_,2025-08-11 20:56:23+00:00,neutral,negative,0.6898110289247688,naive_bayes,0.12242498035455605,0.6898110289247688,0.18776399072067484,naive_bayes,0.6190476190476191
18080014261931414,You’ve got to be kidding,_timgrady,2025-08-10 12:53:42+00:00,negative,negative,0.8723437048732657,naive_bayes,0.07708595779967838,0.8723437048732657,0.05057033732705537,naive_bayes,0.6190476190476191
17844761910547018,Or you can get a load of bread and some bologna or peanut butter instead of a soda.,_under_wicked_sky,2025-08-10 01:19:26+00:00,neutral,negative,0.6356947534309751,naive_bayes,0.12357261353777467,0.6356947534309751,0.2407326330312516,naive_bayes,0.6190476190476191
17916725130140290,Drink tap water buy banana,2000boostedintegra,2025-08-09 22:47:26+00:00,neutral,negative,0.8082664912607842,naive_bayes,0.0962908175592011,0.8082664912607842,0.09544269118001476,naive_bayes,0.6190476190476191
17872900746404887,So let these people have their sugar if they want it. Just have them sign a wavier  relinquishing their government health benefits.  You can’t use our money on poor food choices then expect us to pay your medical bills for the conditions your poor choices cause.,549pr11,2025-08-10 18:29:28+00:00,negative,negative,0.8688469185638474,naive_bayes,0.0739128454813794,0.8688469185638474,0.05724023595477328,naive_bayes,0.6190476190476191
18086721091699789,Butter or peanut butter will work too and are cheaper and healthier,8bit_geek,2025-08-10 00:09:44+00:00,neutral,negative,0.7322292032054315,naive_bayes,0.12557675948624722,0.7322292032054315,0.1421940373083215,naive_bayes,0.6190476190476191
18074698139088604,It’s not just unpopular it’s incorrect,8point5_,2025-08-11 14:34:50+00:00,negative,negative,0.8882406508909633,naive_bayes,0.06288271594111403,0.8882406508909633,0.04887663316792223,naive_bayes,0.6190476190476191
17862445431448677,Sounds like you just listed some bs excuses and it checks out lol,8point5_,2025-08-11 14:35:35+00:00,negative,negative,0.8688195697955519,naive_bayes,0.06982422883537467,0.8688195697955519,0.06135620136907429,naive_bayes,0.6190476190476191
17869199895423290,Beans or rice would be better. Diabetes kills!,a.blnknshp,2025-08-09 21:14:15+00:00,negative,negative,0.9084918082143475,naive_bayes,0.05298331611480539,0.9084918082143475,0.03852487567084692,naive_bayes,0.6190476190476191
18090165847739693,"im thirsty now, im going to drink some fruit punch :D",a10rawmilkenjoyer,2025-08-10 04:27:56+00:00,neutral,negative,0.6286487568853729,naive_bayes,0.12984668008126504,0.6286487568853729,0.24150456303336204,naive_bayes,0.6190476190476191
18059492378077594,Make better choices.,aaronhohlt,2025-08-10 17:05:42+00:00,negative,negative,0.8978195764186356,naive_bayes,0.06511330288696922,0.8978195764186356,0.03706712069439464,naive_bayes,0.6190476190476191
18333992812207626,I care more about my tax dollars going towards bombs being dropped on kids halfway across the world and going into the pockets of the military industrial complex.  I'd rather someone get fed than pay for another bomb to get dropped on civilians. better to help the people in need than the war criminals who have everything,abigail_saoirse_finnegan,2025-08-10 17:33:32+00:00,positive,negative,0.6846901499115121,naive_bayes,0.1680750318417397,0.6846901499115121,0.14723481824674828,naive_bayes,0.6190476190476191
18052967072431131,You're obese ma'am. You're a burden to the food stamp and medical system. Respectfully,acceptannce,2025-08-10 15:31:34+00:00,negative,negative,0.8733507062282435,naive_bayes,0.06874951319619205,0.8733507062282435,0.05789978057556614,naive_bayes,0.6190476190476191
18074327471060018,Wait until you won’t be able to buy pop with your SNAP benefits… It’s a new thing coming next year so good luck to ya 😂,acrane82,2025-08-10 03:08:56+00:00,negative,negative,0.8742810887842769,naive_bayes,0.06664559745567514,0.8742810887842769,0.05907331376004766,naive_bayes,0.6190476190476191
18090613804734001,Bun length ball park hot dogs are $2.97.,adamc_rk,2025-08-10 21:05:16+00:00,negative,negative,0.840226276107204,naive_bayes,0.08693746076053278,0.840226276107204,0.07283626313226255,naive_bayes,0.6190476190476191
18280397170279536,Never in my life have I been hungry and thought oh a soda will take care of my hunger,adamtyler182,2025-08-11 04:05:56+00:00,negative,negative,0.79820836811261,naive_bayes,0.11245083968704858,0.79820836811261,0.08934079220034163,naive_bayes,0.6190476190476191
18416397850101304,"I’ve been to the point where I’ve had to buy a box of pancake mix and make it last a week, for EVERY meal. Not because I love pancakes, but because it was the cheapest and most filling thing I could think of that would make more than one meal. 
Sometimes it’s not about the healthiest or tastiest option. Sometimes it’s about finding what will sustain you the longest. 
Too many people don’t even TRY to understand situations they’ve never been put in.",adriannaaa_roseee,2025-08-10 00:21:43+00:00,positive,negative,0.7116427690812467,naive_bayes,0.22136087736120513,0.7116427690812467,0.06699635355754816,naive_bayes,0.6190476190476191
17882248521242616,You're definitely no nutritional authority,adventuremington,2025-08-10 17:08:47+00:00,negative,negative,0.8623700389117156,naive_bayes,0.07563875287458131,0.8623700389117156,0.06199120821370358,naive_bayes,0.6190476190476191
17855893353484431,"I will drink a coke to fill me up when I’m too busy to take a lunch break, or didn’t bring lunch from home and can’t spend the money on takeout. It’s just about getting through the day sometimes.",aedwards37,2025-08-10 10:45:33+00:00,positive,negative,0.6104227565507118,naive_bayes,0.28649674562927496,0.6104227565507118,0.10308049782001369,naive_bayes,0.6190476190476191
18016212770762009,Beggers can't be choosers. Be grateful for the money the government took from someone else and gave to you.,afreeman_livingthedream,2025-08-09 22:22:07+00:00,negative,negative,0.8522617873768104,naive_bayes,0.0839740138688061,0.8522617873768104,0.06376419875438373,naive_bayes,0.6190476190476191
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,negative,negative,0.9103650687607995,naive_bayes,0.05177343179948624,0.9103650687607995,0.0378614994397137,naive_bayes,0.6190476190476191
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,negative,negative,0.9103650687607995,naive_bayes,0.05177343179948624,0.9103650687607995,0.0378614994397137,naive_bayes,0.6190476190476191
17908790040084703,"Girl! I hear you! Sometimes I just don’t feel like eating 🥣 anything (I’m not poor, just picky) and I drink a soda 🥤 and life is better! Especially when I’m at work, (I’m a nurse👩🏼‍⚕️)",ahuffangel,2025-08-10 07:52:09+00:00,positive,negative,0.7402006943447088,naive_bayes,0.18614505817987942,0.7402006943447088,0.07365424747541127,naive_bayes,0.6190476190476191
18107281396530322,You could buy a bag of apples for 3 dollars,ahwrx,2025-08-11 06:55:36+00:00,neutral,negative,0.8061383789241846,naive_bayes,0.0943319352097907,0.8061383789241846,0.09952968586602498,naive_bayes,0.6190476190476191
18320872864227522,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:48+00:00,positive,negative,0.5504698018932993,naive_bayes,0.3405255745250201,0.5504698018932993,0.10900462358167924,naive_bayes,0.6190476190476191
18164387911325049,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:35+00:00,positive,negative,0.5504698018932993,naive_bayes,0.3405255745250201,0.5504698018932993,0.10900462358167924,naive_bayes,0.6190476190476191
17941920054018964,"also people with t1 diabetes need access to sugary drinks! it helps them get their blood sugar up much faster than food, so if they're dropping quickly it's much better to have a soda on hand",alaina_k_burr,2025-08-10 19:47:56+00:00,positive,negative,0.8465303479968834,naive_bayes,0.08899685403900094,0.8465303479968834,0.06447279796411404,naive_bayes,0.6190476190476191
18074571070989784,1 banana and 1 Apple would be a better option.,alemorales_123,2025-08-10 18:56:19+00:00,negative,negative,0.8933694461077097,naive_bayes,0.06445020460355393,0.8933694461077097,0.04218034928873592,naive_bayes,0.6190476190476191
18124832446462834,You know what's even better than a $3 jug of soda. 3-6 cans of beans for $3 which could feed you for a couple days. Has protein and fiber to stave off hunger and actual nutrition.,alex.w.burton,2025-08-10 01:04:16+00:00,negative,negative,0.8731388946924653,naive_bayes,0.07095429137496691,0.8731388946924653,0.05590681393256905,naive_bayes,0.6190476190476191
17948938712880719,"SNAP sounds for Supplemental Nutrition Assistance Program. Soda, while enjoyable to drink, is made up of empty calories and is largely bereft of nutritional value. If the taxpayer is forced to pay for your “nutrition” it should be nutritious, not a sugary treat.",alexbitzan,2025-08-10 20:41:42+00:00,negative,negative,0.8696083751278382,naive_bayes,0.06764299492887135,0.8696083751278382,0.06274862994329097,naive_bayes,0.6190476190476191
17887706862204892,Spoken like a true big back,alexd_1231,2025-08-11 15:28:23+00:00,negative,negative,0.8662448200161544,naive_bayes,0.07606185375598948,0.8662448200161544,0.05769332622785523,naive_bayes,0.6190476190476191
18079100842901113,Who gives af what’s satiating to someone or not,alexisokayaf,2025-08-10 07:21:46+00:00,negative,negative,0.8552427869780549,naive_bayes,0.07954759549846478,0.8552427869780549,0.06520961752348116,naive_bayes,0.6190476190476191
17883071709356957,Well in that case get sugar and water. Still comes up less expensive than soda 🤷🏻‍♀️,aliceblin,2025-08-10 01:46:50+00:00,negative,negative,0.8232972679934154,naive_bayes,0.08576728350709469,0.8232972679934154,0.09093544849948947,naive_bayes,0.6190476190476191
18075249640824392,Been through all 3. Have low sugar issues and I still agree with my tax paying dollars to fund something healthier. An apple is around 1$ and would work best than sugar. It’s a simple/complex carb thing. Look it up if you worry about these things you say you do!,aliceblin,2025-08-10 01:48:03+00:00,negative,negative,0.8818001210436454,naive_bayes,0.0602050844440977,0.8818001210436454,0.057994794512255324,naive_bayes,0.6190476190476191
18159828703335582,Snap seem to be feeding you well babe.,aliciasmiff,2025-08-10 08:49:53+00:00,negative,negative,0.8760241512677538,naive_bayes,0.07276072025333623,0.8760241512677538,0.05121512847890973,naive_bayes,0.6190476190476191
18372731287181265,"There’s plenty of other beverages you can drink. Sugar in most available soda pop is high fructose corn syrup, very far from regular sugar",allik4tt,2025-08-10 00:59:29+00:00,negative,negative,0.8627129298827192,naive_bayes,0.06586929353287528,0.8627129298827192,0.07141777658440678,naive_bayes,0.6190476190476191
18015338225769096,"You’re right, it is unpopular.",almanaylor1,2025-08-10 14:41:02+00:00,negative,negative,0.8834080330007601,naive_bayes,0.0643495146034829,0.8834080330007601,0.05224245239575657,naive_bayes,0.6190476190476191
18114759985512086,You need to lay off the sugar not than a little hun.,alock_23,2025-08-10 06:37:44+00:00,negative,negative,0.8541074581509233,naive_bayes,0.07664890031023351,0.8541074581509233,0.0692436415388434,naive_bayes,0.6190476190476191
